scf_id	seq_type	start	end	strand	locus_tag	product
NODE_2_length_225322_cov_42.528031	CDS	82675	83535	-	F6HG3_00343	dTDP-4-dehydrorhamnose reductase
NODE_2_length_225322_cov_42.528031	CDS	83542	84084	-	F6HG3_00344	dTDP-4-dehydrorhamnose 3%2C5-epimerase
NODE_2_length_225322_cov_42.528031	CDS	84085	84960	-	F6HG3_00345	Glucose-1-phosphate thymidylyltransferase 1
NODE_2_length_225322_cov_42.528031	CDS	84961	85602	-	F6HG3_00346	Membrane-bound lytic murein transglycosylase F
NODE_2_length_225322_cov_42.528031	CDS	85663	86388	-	F6HG3_00347	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	86402	87007	-	F6HG3_00348	Uridine kinase
NODE_2_length_225322_cov_42.528031	CDS	87062	87946	-	F6HG3_00349	Biotin synthase
NODE_2_length_225322_cov_42.528031	CDS	88157	89614	+	F6HG3_00350	Cytosol non-specific dipeptidase
NODE_2_length_225322_cov_42.528031	CDS	89838	90185	+	F6HG3_00351	Dihydroneopterin aldolase
NODE_2_length_225322_cov_42.528031	CDS	90287	90889	-	F6HG3_00352	IMPACT family member YigZ
NODE_2_length_225322_cov_42.528031	CDS	90893	92419	-	F6HG3_00353	Alanine racemase 1
NODE_2_length_225322_cov_42.528031	CDS	92487	93299	-	F6HG3_00354	Glucosamine-6-phosphate deaminase
NODE_2_length_225322_cov_42.528031	CDS	93405	94592	-	F6HG3_00355	Anaerobic nitric oxide reductase flavorubredoxin
NODE_2_length_225322_cov_42.528031	CDS	94627	95496	-	F6HG3_00356	Malonyl CoA-acyl carrier protein transacylase
NODE_2_length_225322_cov_42.528031	CDS	95663	96247	-	F6HG3_00357	ECF RNA polymerase sigma factor SigW
NODE_2_length_225322_cov_42.528031	CDS	96703	97995	+	F6HG3_00358	Tyrosine--tRNA ligase
NODE_2_length_225322_cov_42.528031	CDS	98328	99221	+	F6HG3_00359	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	99401	102097	-	F6HG3_00360	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	102104	102694	-	F6HG3_00361	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	102694	103968	-	F6HG3_00362	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	103974	105128	-	F6HG3_00363	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	105150	106850	-	F6HG3_00364	Modification methylase MboII
NODE_2_length_225322_cov_42.528031	CDS	106884	107741	-	F6HG3_00365	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	108155	109213	-	F6HG3_00366	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	109173	110633	-	F6HG3_00367	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	110748	111038	+	F6HG3_00368	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	111351	112247	-	F6HG3_00369	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	112332	112760	-	F6HG3_00370	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	112769	113668	-	F6HG3_00371	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	113944	114888	-	F6HG3_00372	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	114988	115515	+	F6HG3_00373	Albonoursin synthase
NODE_2_length_225322_cov_42.528031	CDS	115529	116299	+	F6HG3_00374	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	116296	116835	+	F6HG3_00375	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NODE_2_length_225322_cov_42.528031	CDS	116843	117832	+	F6HG3_00376	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	117834	118406	+	F6HG3_00377	Septum formation protein Maf
NODE_2_length_225322_cov_42.528031	CDS	118517	118906	-	F6HG3_00378	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	119137	119514	-	F6HG3_00379	2-iminobutanoate/2-iminopropanoate deaminase
NODE_2_length_225322_cov_42.528031	CDS	119756	121918	-	F6HG3_00380	Beta-barrel assembly-enhancing protease
NODE_2_length_225322_cov_42.528031	CDS	121922	122620	-	F6HG3_00381	CRP-like cAMP-activated global transcriptional regulator
NODE_2_length_225322_cov_42.528031	CDS	122740	124701	-	F6HG3_00382	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	124729	126285	-	F6HG3_00383	Replicative DNA helicase
NODE_2_length_225322_cov_42.528031	CDS	126453	127265	+	F6HG3_00384	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NODE_2_length_225322_cov_42.528031	CDS	127652	129679	-	F6HG3_00385	Neutral endopeptidase
NODE_2_length_225322_cov_42.528031	CDS	130154	130348	-	F6HG3_00386	Integration host factor subunit alpha
NODE_2_length_225322_cov_42.528031	CDS	130450	130863	-	F6HG3_00387	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
NODE_2_length_225322_cov_42.528031	CDS	131021	131923	-	F6HG3_00388	Ferrous-iron efflux pump FieF
NODE_2_length_225322_cov_42.528031	CDS	132137	132301	-	F6HG3_00389	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	132602	134545	-	F6HG3_00390	Threonine--tRNA ligase
NODE_2_length_225322_cov_42.528031	CDS	134788	137430	-	F6HG3_00391	Ferrous iron transport protein B
NODE_2_length_225322_cov_42.528031	CDS	137757	138881	+	F6HG3_00392	Queuine tRNA-ribosyltransferase
NODE_2_length_225322_cov_42.528031	CDS	139016	140089	+	F6HG3_00393	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	140106	143390	+	F6HG3_00394	Transcription-repair-coupling factor
NODE_2_length_225322_cov_42.528031	CDS	143464	144159	+	F6HG3_00395	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NODE_2_length_225322_cov_42.528031	CDS	144169	144831	+	F6HG3_00396	Aminopyrimidine aminohydrolase
NODE_2_length_225322_cov_42.528031	CDS	144821	145627	+	F6HG3_00397	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
NODE_2_length_225322_cov_42.528031	CDS	145801	145977	-	F6HG3_00398	50S ribosomal protein L32
NODE_2_length_225322_cov_42.528031	CDS	145993	146559	-	F6HG3_00399	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	146615	147748	-	F6HG3_00400	Sporulation kinase D
NODE_2_length_225322_cov_42.528031	CDS	147962	148996	+	F6HG3_00401	Multidrug resistance protein MdtA
NODE_2_length_225322_cov_42.528031	CDS	149255	150688	-	F6HG3_00402	Teichuronic acid biosynthesis protein TuaB
NODE_2_length_225322_cov_42.528031	CDS	150696	151724	-	F6HG3_00403	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	151721	152539	-	F6HG3_00404	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	152552	153346	-	F6HG3_00405	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	153357	154094	-	F6HG3_00406	3-oxoacyl-[acyl-carrier-protein] reductase FabG
NODE_2_length_225322_cov_42.528031	CDS	154087	154803	-	F6HG3_00407	Bifunctional protein GlmU
NODE_2_length_225322_cov_42.528031	CDS	154839	155372	-	F6HG3_00408	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	155369	156445	-	F6HG3_00409	Long-chain-alcohol dehydrogenase 1
NODE_2_length_225322_cov_42.528031	CDS	156449	157567	-	F6HG3_00410	3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase
NODE_2_length_225322_cov_42.528031	CDS	157584	158888	-	F6HG3_00411	Phosphonopyruvate hydrolase
NODE_2_length_225322_cov_42.528031	CDS	158902	160914	-	F6HG3_00412	Transketolase
NODE_2_length_225322_cov_42.528031	CDS	160938	161429	-	F6HG3_00413	Ribosomal RNA large subunit methyltransferase H
NODE_2_length_225322_cov_42.528031	CDS	161512	161949	+	F6HG3_00414	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	161946	162788	+	F6HG3_00415	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
NODE_2_length_225322_cov_42.528031	CDS	162851	163990	+	F6HG3_00416	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	164098	165078	+	F6HG3_00417	Hemin transport system permease protein HmuU
NODE_2_length_225322_cov_42.528031	CDS	165078	166070	+	F6HG3_00418	putative siderophore transport system ATP-binding protein YusV
NODE_2_length_225322_cov_42.528031	CDS	166024	167385	+	F6HG3_00419	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	167507	169126	+	F6HG3_00420	putative ABC transporter ATP-binding protein YbiT
NODE_2_length_225322_cov_42.528031	CDS	169227	170939	-	F6HG3_00421	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	171198	172385	+	F6HG3_00422	Poly-beta-1%2C6-N-acetyl-D-glucosamine synthase
NODE_2_length_225322_cov_42.528031	CDS	172531	174057	+	F6HG3_00423	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	174130	174951	+	F6HG3_00424	3-methyl-2-oxobutanoate hydroxymethyltransferase
NODE_2_length_225322_cov_42.528031	CDS	174966	176021	+	F6HG3_00425	dTDP-glucose 4%2C6-dehydratase
NODE_2_length_225322_cov_42.528031	CDS	176405	177475	+	F6HG3_00426	Extracellular ribonuclease
NODE_2_length_225322_cov_42.528031	CDS	177508	179580	+	F6HG3_00427	Extracellular ribonuclease
NODE_2_length_225322_cov_42.528031	CDS	179609	181690	+	F6HG3_00428	Extracellular ribonuclease
NODE_2_length_225322_cov_42.528031	CDS	181779	184598	+	F6HG3_00429	Extracellular ribonuclease
NODE_2_length_225322_cov_42.528031	CDS	184690	185856	+	F6HG3_00430	Carboxynorspermidine/carboxyspermidine decarboxylase
NODE_2_length_225322_cov_42.528031	CDS	185828	186742	+	F6HG3_00431	Lipoyl synthase
NODE_2_length_225322_cov_42.528031	CDS	186739	187380	+	F6HG3_00432	Octanoyltransferase
NODE_2_length_225322_cov_42.528031	CDS	187403	189505	+	F6HG3_00433	Dipeptidyl-peptidase 5
NODE_2_length_225322_cov_42.528031	CDS	189573	192458	-	F6HG3_00434	ATP-dependent helicase/deoxyribonuclease subunit B
NODE_2_length_225322_cov_42.528031	CDS	192878	195796	+	F6HG3_00435	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	195838	196680	+	F6HG3_00436	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	197328	197957	+	F6HG3_00437	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	198040	198474	+	F6HG3_00438	tRNA-specific adenosine deaminase
NODE_2_length_225322_cov_42.528031	CDS	198508	199218	+	F6HG3_00439	tRNA1(Val) (adenine(37)-N6)-methyltransferase
NODE_2_length_225322_cov_42.528031	CDS	199296	200414	-	F6HG3_00440	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NODE_2_length_225322_cov_42.528031	CDS	200456	201163	-	F6HG3_00441	tRNA pseudouridine synthase B
NODE_2_length_225322_cov_42.528031	CDS	201183	201992	-	F6HG3_00442	Undecaprenyl-diphosphatase
NODE_2_length_225322_cov_42.528031	CDS	201992	202213	-	F6HG3_00443	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	202230	203114	-	F6HG3_00444	Cell division protein FtsX
NODE_2_length_225322_cov_42.528031	CDS	203378	205237	-	F6HG3_00445	Glutamine-dependent NAD(+) synthetase
NODE_2_length_225322_cov_42.528031	CDS	205436	206071	-	F6HG3_00446	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	206087	206983	-	F6HG3_00447	tRNA dimethylallyltransferase
NODE_2_length_225322_cov_42.528031	CDS	206996	207556	-	F6HG3_00448	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	207851	211390	-	F6HG3_00449	Pyruvate synthase
NODE_2_length_225322_cov_42.528031	CDS	211817	212500	+	F6HG3_00450	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	212513	212992	+	F6HG3_00451	Dihydrofolate reductase
NODE_2_length_225322_cov_42.528031	CDS	212989	213606	+	F6HG3_00452	2-amino-4-deoxychorismate dehydrogenase
NODE_2_length_225322_cov_42.528031	CDS	213774	214613	+	F6HG3_00453	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	214665	215816	+	F6HG3_00454	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NODE_2_length_225322_cov_42.528031	CDS	215837	217324	+	F6HG3_00455	Putative zinc metalloprotease
NODE_2_length_225322_cov_42.528031	CDS	217345	219249	+	F6HG3_00456	Energy-dependent translational throttle protein EttA
NODE_2_length_225322_cov_42.528031	CDS	219366	220181	+	F6HG3_00457	Orotidine 5'-phosphate decarboxylase
NODE_2_length_225322_cov_42.528031	CDS	220267	220896	+	F6HG3_00458	Orotate phosphoribosyltransferase
NODE_2_length_225322_cov_42.528031	CDS	220952	221998	+	F6HG3_00459	Aspartate carbamoyltransferase catalytic chain
NODE_2_length_225322_cov_42.528031	CDS	222393	223691	+	F6HG3_00460	Adenylosuccinate lyase
NODE_2_length_225322_cov_42.528031	CDS	223731	225194	+	F6HG3_00461	Inosine-5'-monophosphate dehydrogenase
